transaction_id;customer_id;transact_date;revenue;discount_amount
4116331;1799992;2021-06-21;130;18
3712544;321107;2022-01-18;136;26
9818294;223262;2022-04-29;247;22
7057758;309780;2022-06-21;403;41
7879966;1672272;2021-04-29;295;12
9313660;986342;2020-09-09;163;20
3825745;1385062;2021-01-24;67;29
6198276;205502;2024-06-21;148;42
6829369;644872;2020-04-30;421;67
8083128;1291232;2020-12-30;289;49
954516;223262;2022-07-19;98;14
1902187;2784523;2023-10-29;232;24
7417756;224062;2024-05-13;112;18
2609387;1257722;2021-03-05;213;116
1705519;318086;2019-04-14;144;30
7109304;321107;2019-10-28;183;31
6048344;928922;2023-09-28;258;135
2246615;309780;2023-09-14;440;58
8089842;1323682;2024-07-23;171;34
8078770;2402042;2022-03-24;67;48
1293977;223262;2021-05-12;159;33
7156822;223262;2021-11-29;255;42
737723;324942;2023-07-09;163;12
3083247;2565132;2023-07-16;111;27
6959337;2767148;2023-06-06;143;38
3806165;2823750;2024-07-24;400;86
6846249;329904;2019-02-07;131;16
9713570;349947;2019-08-04;174;48
5491598;2796580;2024-07-16;155;110
603693;214202;2021-03-31;89;20
5206870;749702;2020-06-08;80;19
3703022;256025;2020-07-11;138;16
406426;740602;2020-06-04;29;56
4401634;309780;2024-03-08;278;55
9392468;1195492;2020-11-26;102;15
5814758;1790882;2021-06-16;174;26
7677309;644872;2020-04-30;335;19
7214545;1203422;2020-11-27;190;16
5768486;327184;2019-05-05;178;16
5947562;315167;2021-02-19;464;107
6934544;267215;2023-07-05;273;99
4000891;2800502;2023-10-03;92;26
9199630;482522;2020-02-15;328;29
953631;256511;2022-10-03;144;42
6348547;1993502;2024-05-19;356;37
1015882;2815562;2023-11-27;314;80
8936171;362045;2019-11-11;684;108
404749;1619112;2021-04-12;147;24
9103975;168926;2022-03-11;122;24
8003249;1274392;2021-05-18;169;57
225989;717372;2024-04-07;156;39
2190038;370812;2020-08-26;298;78
2993207;223262;2021-05-12;194;194
8017487;321107;2023-05-02;256;103
3256796;138862;2022-08-02;99;21
1566056;2828661;2024-01-25;310;35
8778321;399172;2023-04-29;201;60
7977561;224062;2023-04-24;147;23
3329304;2768667;2023-04-23;172;108
6831796;2795695;2023-10-23;103;62
5487578;277355;2019-03-28;823;185
1041207;332945;2019-03-06;176;11
876389;329259;2019-02-04;300;27
6474772;330115;2019-05-16;88;50
4671005;251755;2019-11-28;269;99
3682409;717372;2024-06-03;233;116
6152208;717372;2020-10-07;151;42
7667;320753;2020-07-07;200;11
6174854;2840745;2024-03-13;119;12
1867151;480042;2022-03-08;116;16
2237422;209802;2023-04-08;109;21
9688067;2584132;2023-11-28;159;42
8928993;223262;2019-10-28;183;17
5194594;2172112;2023-11-27;596;46
6198834;214202;2021-03-31;110;30
3074057;1263742;2020-12-17;107;50
2228717;223262;2021-07-20;118;29
8200613;223262;2021-10-25;142;37
5208681;224062;2023-08-14;64;32
8930153;2015532;2023-12-26;242;11
2585484;348388;2019-07-23;38;13
8475427;209802;2019-11-13;155;15
2170928;321107;2019-06-25;273;37
8729458;2795898;2023-09-16;197;20
509240;205502;2020-07-17;141;100
98510;1679092;2021-05-02;124;173
450933;899842;2021-06-08;223;12
1939677;253269;2021-10-23;34;21
6286729;223262;2024-01-29;393;86
9667713;649892;2024-03-21;148;43
3127557;403792;2019-12-22;93;41
5449771;234390;2023-10-11;92;37
4518832;267215;2023-06-30;226;20
1871040;899842;2021-06-08;182;86
8870197;209802;2020-04-29;55;13
3603303;822652;2020-07-05;177;33
3390406;223262;2023-08-08;247;104
2445853;327647;2019-01-20;132;18
7358190;1274392;2020-12-22;274;27
8538823;353169;2020-03-25;367;31
3357280;717372;2023-10-24;179;53
4316479;267992;2021-09-23;116;25
3719785;727622;2020-05-30;86;12
8698699;138862;2022-08-02;14;20
7326671;2047902;2021-10-11;128;15
5951053;2695002;2022-10-16;166;24
3823758;214202;2021-03-31;135;41
2147042;18120;2022-09-28;210;27
7282045;576772;2020-04-03;120;12
1928035;2797633;2023-09-18;157;33
895221;230462;2024-02-20;203;14
2119475;321107;2022-01-18;133;13
213991;138862;2022-09-15;40;21
207945;234026;2020-12-10;161;20
87884;823622;2021-04-15;227;126
8123096;224062;2023-03-13;121;22
5088308;2841790;2024-03-18;191;20
534100;63398;2024-06-27;102;39
855157;1736462;2023-12-28;867;79
6811543;343976;2019-06-22;362;83
276100;64362;2023-10-26;87;14
7804920;943412;2021-04-29;369;81
9226669;857172;2020-07-18;188;51
4120284;823622;2021-04-15;261;35
313108;223262;2021-10-25;106;47
3443573;2004372;2024-05-17;158;14
3961064;2565132;2023-04-04;111;17
8508603;928922;2023-09-28;221;128
9112830;679022;2020-05-12;126;21
8718273;370812;2020-10-23;246;49
3249127;1673722;2021-04-29;172;41
9567044;234026;2020-09-30;95;15
428224;2584132;2024-06-26;60;44
5199019;183322;2022-09-13;82;37
7931359;2743499;2022-11-28;186;18
489300;286963;2019-03-31;144;28
7322948;2855076;2024-05-07;23;30
4143344;928922;2024-07-09;345;252
2506930;1392902;2023-08-05;395;106
9929911;2749422;2023-01-05;455;48
3218677;1799992;2021-06-21;132;12
9079496;482522;2020-03-27;308;19
736182;223262;2022-04-29;321;42
6198679;2584132;2023-08-28;88;70
730347;224062;2023-06-05;104;38
2399126;2780742;2023-07-01;126;42
9380233;328316;2019-01-24;169;28
8348588;322435;2019-07-29;242;17
7473103;332312;2019-03-01;407;99
2548314;928922;2023-06-29;156;48
841619;198402;2024-08-13;162;47
6416857;206458;2020-04-20;172;19
4282248;223262;2022-07-19;185;32
5571497;2703972;2022-10-21;33;128
8223671;2888825;2024-07-30;230;44
2172981;370812;2020-05-05;254;28
1769966;209802;2019-07-23;66;27
5183798;1769212;2021-06-07;260;29
4244450;2401722;2022-05-02;688;13
2368854;321107;2021-06-04;203;15
3711091;138862;2022-08-15;43;55
9528757;223262;2021-08-25;135;92
3358811;2862251;2024-06-04;149;14
9743511;2004372;2024-05-17;155;35
8383319;354197;2019-09-09;132;43
5418378;717372;2024-01-25;140;14
1298885;309780;2023-10-29;44;16
9032132;1190892;2020-11-30;72;101
2343853;1491492;2021-04-16;229;48
8563;1447252;2021-02-18;343;41
7012735;2778566;2023-09-26;216;30
5881589;2584132;2023-06-07;170;33
919459;2584132;2023-07-31;120;69
1432116;2762551;2023-03-19;363;86
1144980;251755;2019-11-28;288;24
9331484;318086;2021-05-21;138;14
7113490;214202;2021-03-31;144;16
9882379;267215;2020-02-28;157;56
6109643;717372;2020-05-26;20;66
9726005;1799992;2021-06-21;158;16
7457621;795292;2020-06-29;166;12
3334482;2808649;2023-10-31;224;102
9242528;223262;2022-12-01;219;40
5090144;327403;2019-01-18;46;105
4597837;270233;2019-08-27;127;37
7609846;2108422;2021-11-03;449;38
6706606;1481632;2021-02-26;69;13
7992408;1187352;2020-11-25;239;22
1802973;138862;2022-08-02;32;30
5227189;1082312;2020-10-24;139;16
1365679;2584132;2024-06-26;55;50
4526330;205502;2020-07-17;196;25
6574225;221178;2020-08-24;115;15
2635163;2108422;2021-11-03;494;17
4321599;205502;2020-07-17;139;66
9434699;223262;2022-04-29;248;24
9208915;223262;2022-04-29;295;53
9369863;899842;2021-08-27;334;41
4994141;2565132;2023-05-02;130;23
97239;2794469;2023-09-03;145;107
4013583;201138;2024-01-23;215;20
3020759;370812;2020-04-24;435;138
7171431;1826802;2021-06-30;196;14
3718597;1826802;2021-06-30;147;15
7178664;205502;2024-06-21;177;40
2764805;480042;2021-04-29;89;24
4331997;1640852;2021-04-17;207;12
2215509;2565132;2023-05-02;61;11
6634256;224062;2023-08-25;95;36
6076448;341715;2019-05-31;404;42
5609394;347462;2019-07-19;122;158
8683410;209802;2019-05-10;536;36
7482958;2402042;2022-03-24;148;25
5566712;2221552;2022-10-05;119;61
2733136;1859052;2021-07-12;78;46
7901514;969112;2020-09-01;101;12
2289442;2842854;2024-03-25;255;62
6183429;1769552;2021-10-12;233;41
4939647;1815332;2021-06-26;438;51
6619600;2533362;2024-01-03;393;67
4959118;823622;2021-05-21;476;577
5160783;1082312;2020-10-24;124;13
6084508;224062;2022-12-19;142;20
7609162;2744228;2022-12-01;157;45
4316066;329259;2019-02-04;300;24
4603407;358604;2019-10-25;334;14
5762298;332312;2019-03-01;451;13
5541087;267215;2023-11-24;130;26
2768880;730162;2020-06-01;342;43
882797;320753;2020-07-07;242;12
9697623;986342;2020-09-09;121;16
6878552;2778348;2024-04-08;72;56
8995105;838392;2020-07-11;314;29
1845405;1226762;2020-12-03;121;30
7677338;138862;2022-08-15;119;16
4816795;206458;2020-04-20;244;12
4115390;256511;2020-03-10;79;37
8316140;1673722;2021-04-29;117;45
283115;223262;2022-04-29;292;132
6344573;2584132;2023-02-27;135;178
288215;209802;2023-09-11;171;32
5207354;271450;2019-09-23;216;43
6857592;986342;2020-09-09;100;25
8622034;2607202;2022-09-12;78;12
3791886;318086;2020-11-23;59;19
4707030;614212;2020-04-20;112;13
820095;1799992;2021-06-21;174;19
9772514;928922;2020-08-14;331;54
5372375;769992;2020-06-16;477;19
2418171;2771748;2023-11-08;459;231
8200723;2771748;2024-04-14;431;150
2655450;2862251;2024-06-04;180;11
137129;223262;2024-07-01;181;58
7281102;341446;2021-01-05;187;14
2796541;328918;2019-01-29;106;12
7089310;370812;2023-09-05;551;42
3271176;172418;2021-04-16;567;33
1478764;482522;2020-03-27;249;44
4922793;480042;2020-04-28;218;49
7359209;2045182;2022-07-20;162;22
8243655;2650262;2022-09-10;214;16
6720305;899842;2021-08-27;254;30
2437445;322435;2019-07-29;167;19
2594878;1672272;2021-04-29;363;12
4272510;717372;2024-04-07;126;35
118568;568372;2020-04-03;266;15
2556021;823622;2021-04-15;277;50
2662019;644872;2020-04-30;422;12
5016985;141714;2020-05-19;143;19
3360373;223262;2021-09-13;393;37
8077250;138862;2024-03-15;144;44
8513365;2795695;2023-12-07;276;34
3764997;358466;2020-04-22;163;0
4664703;137994;2022-02-21;227;0
4587679;2816921;2024-01-05;172;0
395571;18120;2019-10-28;416;0
3556605;209802;2019-11-29;137;0
2467012;2649862;2024-03-28;160;0
9778478;214202;2022-10-03;260;0
6790379;717372;2021-07-04;227;0
9554160;315167;2023-10-01;600;0
6464904;717372;2024-05-08;91;0
1623529;2642452;2022-09-04;221;0
5892144;267992;2022-11-09;410;0
4727884;359503;2023-09-04;118;0
9918346;1436072;2023-10-15;84;0
3951760;187722;2020-07-06;311;0
394853;267992;2022-10-04;271;0
7172761;267992;2023-04-18;464;0
7411382;2840396;2024-03-12;89;0
5728825;747742;2020-07-18;639;0
4388141;2751845;2023-01-18;970;0
4507639;2221552;2022-03-22;203;0
7624296;2816921;2024-02-29;93;0
5169675;273256;2023-08-18;95;0
6470005;181166;2020-04-14;202;0
981984;267992;2020-02-17;146;0
4183785;255358;2021-05-23;16;0
9559027;224318;2024-05-06;191;0
1728423;2776749;2023-06-07;227;0
6373965;2124612;2024-06-03;242;0
275928;1677742;2022-03-02;189;0
6300902;363436;2021-02-24;87;0
7091900;267992;2022-08-03;166;0
3392046;358466;2023-05-04;165;0
2806915;220830;2022-07-20;260;0
9713672;1687832;2023-01-24;509;0
7484948;476192;2024-07-05;255;0
7330291;313790;2020-07-28;110;0
636098;267992;2022-10-04;186;0
9450171;480042;2021-07-16;152;0
1023834;327184;2021-01-12;184;0
3578317;1268032;2023-11-03;634;0
9786225;325393;2023-06-15;528;0
5016016;327184;2020-01-06;135;0
9849187;271473;2021-12-25;382;0
2332512;845162;2021-01-18;235;0
9768381;359503;2022-05-22;62;0
71106;717372;2022-11-28;155;0
3817312;733732;2023-01-23;276;0
8430243;244510;2023-05-08;267;0
6626075;269452;2019-07-11;205;0
1544782;48644;2019-12-10;266;0
2433461;2499242;2022-05-15;99;0
541437;64362;2023-02-27;193;0
7331393;2826668;2024-01-16;476;0
4670334;542912;2020-05-20;349;0
7732032;299620;2020-06-01;126;0
8981711;1912232;2021-08-06;267;0
2838114;181166;2022-01-08;154;0
1661549;330144;2022-11-27;96;0
1619505;315092;2019-10-08;53;0
9696427;730162;2020-10-07;144;0
5923652;233738;2020-07-07;93;0
6330444;2840586;2024-06-17;260;0
568300;848152;2021-12-27;160;0
6139722;542912;2021-12-19;150;0
7249378;267992;2022-04-27;469;0
4412980;363436;2021-02-23;301;0
654989;480042;2020-06-04;171;0
8858456;2015532;2022-11-13;100;0
6899614;181254;2022-02-14;68;0
4047443;276842;2020-05-31;94;0
6664086;329380;2021-03-02;218;0
2417548;64362;2019-07-25;217;0
607626;300411;2020-08-04;275;0
783371;267992;2024-08-05;505;0
4068432;769992;2023-12-17;460;0
4101581;267992;2023-08-20;361;0
2857079;2646992;2023-08-24;393;0
7482121;234026;2021-11-26;108;0
2336482;220830;2023-03-21;108;0
5045823;1812022;2023-03-22;289;0
1872795;321049;2022-07-21;53;0
4387407;60232;2020-07-03;114;0
7300452;271450;2024-05-21;194;0
4707294;762482;2021-01-24;331;0
5037878;426422;2020-01-10;60;0
4450510;204782;2023-09-23;19;0
1417960;214202;2020-10-26;179;0
3382442;2862251;2024-06-04;164;0
462661;278834;2019-08-18;151;0
4448298;267215;2020-04-26;149;0
1554024;480042;2020-11-10;153;0
7581132;329416;2022-06-28;196;0
789630;297033;2019-01-12;257;0
9942510;267992;2022-09-06;81;0
4124649;267992;2021-09-13;424;0
2072688;504012;2020-11-09;184;0
4121746;281259;2024-06-12;97;0
6152082;2816921;2024-07-22;236;0
2324333;214202;2022-10-03;258;0
3247045;256511;2022-10-03;122;0
5049473;336783;2020-08-08;508;0
4709953;1148942;2020-11-13;230;0
8192845;480042;2021-12-09;154;0
1808595;35360;2022-01-29;228;0
7700642;345773;2019-07-06;75;0
2964171;267215;2021-07-03;148;0
3117583;172418;2020-03-29;85;0
8772735;253269;2022-02-01;126;0
3777524;1437002;2024-02-12;407;0
4190488;251755;2019-11-06;309;0
2635428;1323792;2021-01-08;238;0
9699513;230462;2023-02-25;268;0
4060564;220830;2022-09-04;173;0
5191046;267992;2024-05-17;195;0
8213856;590282;2024-06-25;773;0
1966058;2590152;2022-07-20;161;0
2336141;891682;2020-07-31;222;0
8584778;2758359;2023-05-23;209;0
6316741;64362;2022-11-27;62;0
4871362;189738;2019-05-03;191;0
5231291;542912;2021-06-29;247;0
9935125;322435;2024-07-29;142;0
1756383;220830;2021-02-25;146;0
4918170;2610902;2023-08-05;315;0
4851984;324064;2019-01-31;169;0
2901551;64362;2020-09-25;168;0
4574640;220830;2022-06-20;220;0
7077151;224062;2021-08-19;116;0
2267371;309780;2022-04-21;17;0
8875909;316769;2021-01-29;96;0
6817887;925102;2020-10-03;149;0
7835244;2816921;2024-04-25;190;0
6487761;233738;2019-09-04;168;0
3865859;214202;2021-11-16;241;0
2004998;160082;2022-05-16;78;0
8287132;298781;2024-07-30;239;0
6465312;233738;2020-07-07;86;0
2915330;2504602;2022-10-18;400;0
8910237;925102;2023-09-19;115;0
4162439;160082;2019-01-28;1003;0
6547558;845162;2021-04-18;54;0
3668964;137994;2023-10-01;165;0
6154443;692352;2023-11-05;203;0
6600900;420572;2020-11-26;59;0
6505033;1195492;2021-10-07;123;0
8837948;2811448;2023-11-12;155;0
5522517;2565132;2024-06-03;65;0
1018869;267992;2023-11-18;210;0
755555;1953822;2023-03-05;413;0
6549838;322895;2022-07-07;265;0
5483880;358466;2020-11-05;105;0
608724;64362;2024-06-25;154;0
3278732;2468992;2023-04-27;129;0
7267775;473392;2020-03-30;414;0
4262251;267992;2023-09-27;198;0
9147535;925102;2024-07-21;142;0
8861368;233738;2019-11-06;329;0
1860262;244510;2021-06-29;384;0
6327220;542912;2021-03-17;220;0
2731565;845162;2020-07-14;143;0
428199;856712;2021-03-24;236;0
6908933;1412112;2023-08-27;150;0
8168492;271450;2019-01-21;119;0
8731910;205502;2019-11-24;223;0
2390202;349380;2020-01-30;163;0
5812377;1545742;2021-03-25;203;0
8743399;717372;2024-05-02;91;0
2293619;192310;2019-04-17;198;0
4440621;542912;2020-04-12;136;0
5314693;214202;2021-09-16;152;0
9052732;276101;2023-07-31;279;0
913776;64362;2024-06-25;151;0
4147663;271078;2022-03-10;304;0
9202325;267992;2023-05-17;112;0
1822494;256511;2023-06-27;38;0
2114118;2786257;2024-06-27;436;0
1447726;349380;2020-06-28;182;0
9752451;244510;2021-10-18;312;0
4218890;64362;2021-12-27;291;0
3226216;480042;2021-02-13;57;0
7287242;480042;2020-09-14;161;0
8874371;209802;2020-04-29;64;0
1937739;2157132;2021-11-26;149;0
7168154;620832;2020-05-07;167;0
754322;137994;2022-09-19;133;0
12999;2774457;2023-05-25;152;0
8754964;276101;2020-06-03;195;0
4849898;845162;2020-08-16;296;0
81114;311643;2024-03-13;92;0
7649542;542912;2022-12-05;124;0
6653799;294307;2019-06-18;348;0
1826469;181166;2019-09-30;166;0
5510988;463422;2021-10-25;140;0
3194618;710952;2020-05-24;512;0
9050122;267992;2020-09-11;151;0
4752943;2846965;2024-05-02;434;0
2814038;562322;2020-03-27;188;0
8563386;181166;2022-10-19;411;0
7628899;267992;2020-10-06;321;0
6803897;256511;2020-03-10;90;0
1615121;181166;2021-02-21;228;0
1979500;2815072;2023-11-26;127;0
5200382;542912;2023-08-11;103;0
1000773;717372;2021-07-04;214;0
6697341;1092212;2020-10-26;123;0
179493;232962;2020-10-01;178;0
9939786;2711992;2022-11-05;142;0
2566545;2468992;2023-10-24;242;0
1791025;313790;2020-12-12;210;0
5573301;220830;2022-09-04;129;0
2449312;131298;2021-05-02;146;0
3675360;256830;2020-10-17;145;0
4707179;267992;2020-03-15;366;0
8736739;2816921;2024-06-23;136;0
62867;2835822;2024-06-04;91;0
7093953;230462;2019-01-28;172;0
2183509;244510;2019-07-17;131;0
5395935;358231;2019-11-29;111;0
5772844;717372;2024-01-22;112;0
2361124;482522;2020-09-23;521;0
1459138;327305;2023-11-04;228;0
4478178;244510;2024-07-10;88;0
3916356;59724;2021-01-25;355;0
9774049;726022;2020-05-30;123;0
5306037;480042;2024-05-20;239;0
9653659;329416;2024-07-31;73;0
6784729;266933;2020-12-14;104;0
8744495;181166;2020-08-11;161;0
6810596;867402;2020-09-29;159;0
7631000;327647;2020-10-25;218;0
252988;261048;2019-01-26;147;0
7411528;244510;2023-08-01;153;0
9418592;271450;2024-03-24;156;0
8028389;1157422;2021-10-06;250;0
2738612;206458;2020-12-04;231;0
9095152;267992;2023-06-16;48;0
9110702;2623192;2024-05-29;613;0
5476336;336783;2021-03-27;762;0
8349783;805182;2020-06-29;300;0
4077008;244510;2019-06-26;100;0
3127858;1462282;2021-02-19;124;0
4637362;2174932;2023-11-23;113;0
7740678;344175;2020-03-25;213;0
9427198;267992;2023-11-18;165;0
1670319;2742101;2023-02-07;291;0
4835503;327184;2021-01-12;115;0
1231220;355510;2022-01-04;82;0
7520890;262757;2024-06-04;259;0
9904736;137994;2021-08-04;123;0
7380261;445262;2020-04-09;60;0
3817005;327184;2020-02-24;267;0
5845261;1425612;2021-02-05;148;0
8556863;329416;2020-03-01;171;0
5126326;233738;2019-04-28;235;0
4765508;267992;2019-10-21;53;0
435660;251755;2019-11-06;356;0
7263305;64362;2023-02-27;174;0
4487294;2783746;2023-07-17;217;0
4579263;253269;2021-03-27;167;0
8595917;278834;2019-02-22;162;0
3573171;358466;2024-01-23;199;0
1774530;267992;2021-02-14;396;0
6699517;327184;2020-11-23;241;0
5898276;733732;2021-06-01;282;0
4296619;160082;2023-08-18;11;0
8961439;220830;2022-08-23;226;0
7495635;209802;2024-04-02;160;0
8605524;64362;2019-05-24;219;0
3949673;271450;2023-04-24;323;0
4952509;333264;2021-04-11;229;0
6746022;209802;2022-03-01;120;0
9719489;267992;2023-02-27;160;0
731583;670212;2022-11-17;253;0
7161788;209802;2019-04-08;140;0
7815158;168926;2022-10-07;164;0
2076408;680502;2022-01-25;131;0
1926672;649892;2020-05-02;136;0
3851408;244510;2024-02-05;531;0
959908;336783;2021-03-08;882;0
1345768;2777731;2023-07-09;465;0
2613995;267992;2021-08-12;325;0
1448835;2584132;2023-11-03;274;0
3056619;925102;2023-05-29;222;0
143662;649892;2020-05-02;159;0
2666303;717372;2022-07-03;206;0
7195572;584062;2020-04-20;209;0
4738140;205502;2021-06-28;140;0
5158586;231214;2022-09-05;228;0
5947448;644372;2021-11-15;707;0
7227285;206458;2020-12-04;149;0
6736050;2467182;2022-04-27;311;0
9348365;359503;2021-12-15;153;0
1092628;1082312;2021-10-02;77;0
9998137;542912;2023-10-24;108;0
7410584;1425612;2021-02-05;130;0
6069315;267992;2022-12-06;198;0
351026;2861280;2024-05-30;176;0
3599558;822652;2023-07-05;34;0
3349777;2787399;2023-08-03;384;0
1239708;2015532;2021-12-30;108;0
8036987;181166;2019-09-30;114;0
2532172;786122;2022-10-27;78;0
3321876;2610902;2023-08-05;292;0
5704182;109270;2019-11-29;336;0
7212870;542912;2020-10-18;193;0
7266514;1697612;2021-05-09;240;0
886740;181166;2021-02-21;279;0
8891521;327184;2019-03-05;239;0
2574226;542912;2022-02-20;257;0
1655708;2265592;2022-01-21;164;0
9552122;320753;2021-05-13;69;0
5537673;192310;2022-09-13;36;0
9501680;717372;2023-10-15;294;0
6377085;267992;2022-07-10;321;0
4515062;515072;2020-03-05;263;0
6395629;919902;2020-09-26;183;0
9730473;333264;2021-04-11;306;0
5349186;1907032;2022-02-20;202;0
8358952;363436;2021-02-23;260;0
6590111;925102;2023-10-11;263;0
2359002;64362;2021-12-09;176;0
6977629;230462;2024-02-20;185;0
4284503;516812;2024-02-23;242;0
5882983;224318;2021-12-04;300;0
975734;2751020;2023-08-02;277;0
5057083;220830;2022-12-15;97;0
9870037;329416;2019-02-03;304;0
4886571;888062;2022-05-11;263;0
4944123;542912;2021-09-02;237;0
8646442;1809152;2021-06-24;249;0
5403008;938652;2024-06-02;138;0
9579740;214202;2020-09-14;178;0
569988;1274392;2021-12-07;264;0
1365279;344175;2020-03-25;200;0
938076;209802;2021-07-07;171;0
1768454;269452;2019-07-11;192;0
3413823;717372;2024-06-03;253;0
8872297;192310;2020-01-15;221;0
3634347;267992;2020-04-18;81;0
892948;267992;2023-05-17;68;0
6550762;224318;2024-05-20;269;0
6893883;340114;2019-05-16;224;0
3447390;326554;2019-01-11;283;0
741256;214202;2021-03-10;237;0
6703801;244510;2023-12-04;195;0
1729660;1631352;2021-04-14;467;0
2346910;220830;2022-11-21;125;0
7001787;224318;2023-08-24;202;0
2574072;244510;2019-09-11;124;0
2497882;925102;2021-08-29;224;0
835337;267992;2019-11-18;80;0
270763;325393;2023-09-30;350;0
3610231;283591;2019-03-25;396;0
7333977;224318;2023-08-24;216;0
6677051;1424032;2021-02-04;19;0
155542;327305;2019-01-23;145;0
8850090;327403;2019-02-13;697;0
9885766;18120;2019-11-14;130;0
4421863;353709;2024-05-26;368;0
7752561;1953822;2023-12-14;375;0
2667270;1456712;2021-02-16;79;0
3302787;1262932;2020-12-17;182;0
726136;2777977;2024-01-17;202;0
6975478;1640852;2022-02-15;161;0
9011325;2504602;2023-10-09;231;0
4427473;267215;2020-02-06;229;0
4307704;271450;2019-11-27;141;0
4791277;717372;2021-10-26;140;0
1696422;230462;2020-06-25;213;0
914369;273872;2020-11-14;458;0
5050046;267992;2024-05-24;149;0
8817722;463422;2020-07-13;180;0
1840686;271450;2022-12-10;113;0
5253449;925102;2022-06-08;79;0
4799373;906692;2021-04-05;311;0
3268736;181166;2021-09-07;251;0
5856318;214202;2021-08-01;387;0
1127861;327647;2020-10-25;297;0
8686183;192310;2023-10-06;194;0
1290758;256511;2022-03-30;370;0
5177594;256511;2023-08-28;273;0
3693392;2757246;2023-02-15;223;0
1437219;2174932;2023-06-18;172;0
9041129;64362;2020-08-25;88;0
3018232;349380;2020-04-06;193;0
9589065;614362;2020-08-11;329;0
3527268;205502;2021-06-28;163;0
4604926;2779343;2023-12-04;216;0
377978;320753;2021-06-29;202;0
5590766;956732;2019-04-08;181;0
2149946;1114742;2023-04-07;302;0
1238049;717372;2023-10-12;187;0
1037835;233738;2023-10-24;75;0
2302811;2777977;2023-08-07;212;0
4029391;327685;2020-04-12;278;0
1739097;1851932;2021-07-10;392;0
3866182;2805221;2024-05-23;380;0
3125491;2265592;2022-01-21;138;0
4667379;273256;2019-06-04;175;0
5153950;220830;2022-08-05;280;0
7548682;267992;2021-10-10;315;0
3217253;708322;2020-05-23;204;0
4278554;2829708;2024-08-08;245;0
2792656;315610;2023-11-02;246;0
1000317;237958;2021-07-07;204;0
506408;140218;2023-12-17;215;0
7530303;1274392;2023-04-19;233;0
9114203;2880735;2024-07-15;646;0
2865734;182166;2019-02-22;34;0
1404332;326554;2023-10-15;179;0
7982352;64362;2023-08-27;147;0
6847189;2174932;2023-09-01;142;0
8674807;733732;2024-06-02;287;0
6029918;1892922;2024-01-30;295;0
5287000;206458;2020-02-28;116;0
7822400;267992;2022-06-27;177;0
5614744;324064;2021-06-29;181;0
3327033;201218;2019-09-09;171;0
5340896;214202;2020-05-25;122;0
4063601;980722;2024-02-05;483;0
7145904;137994;2023-10-25;216;0
9686581;848152;2021-01-25;168;0
6954652;255358;2019-01-16;232;0
1284685;320753;2020-12-23;210;0
8603717;278253;2024-08-09;262;0
2992424;321107;2024-01-16;320;0
7036305;1057882;2024-03-30;237;0
2564903;321152;2019-04-15;165;0
7635299;209802;2019-03-19;187;0
6516241;318086;2023-09-03;253;0
4610016;234390;2024-06-06;145;0
1376878;48644;2021-05-30;242;0
9772625;244510;2024-01-09;220;0
1725897;181166;2022-01-08;156;0
2893890;267992;2021-12-31;1173;0
7560332;165114;2019-01-08;510;0
8088670;48644;2024-06-23;275;0
5865942;256546;2020-03-12;510;0
3828739;1545742;2021-05-25;175;0
5547862;224062;2022-10-08;79;0
2961793;209802;2021-09-29;96;0
6792435;269339;2023-06-04;307;0
4075836;420572;2020-11-26;38;0
4453926;1219902;2021-06-08;331;0
3497083;267992;2021-06-01;214;0
9122656;181166;2020-10-26;220;0
6600870;209802;2022-01-02;77;0
4584697;919902;2022-05-30;253;0
6849941;2779343;2024-03-03;121;0
3769366;1498162;2021-03-04;199;0
8654965;109270;2019-11-29;368;0
3188671;1892922;2023-09-12;187;0
8184759;266933;2019-06-03;210;0
1005823;181166;2020-10-26;155;0
7112314;64362;2023-03-24;157;0
8375800;224318;2020-05-19;109;0
1597301;63398;2024-05-05;255;0
9046007;209802;2022-03-01;117;0
9712415;267992;2021-10-10;331;0
115230;542912;2023-06-24;194;0
5830394;209802;2023-10-08;361;0
6575234;2759234;2023-05-30;599;0
2158642;542912;2020-10-18;174;0
534462;267992;2023-08-22;165;0
9694102;214202;2021-10-27;294;0
9594011;717372;2024-03-09;100;0
3747921;2657682;2022-09-19;109;0
2399944;234390;2023-10-19;128;0
7392404;316406;2021-03-02;106;0
4705734;326554;2022-03-13;465;0
7489954;717372;2022-03-16;155;0
567972;214202;2021-01-25;202;0
4211031;267215;2020-10-26;176;0
1427798;2174932;2023-09-01;92;0
6161578;2221552;2022-03-22;291;0
529005;1412112;2024-04-24;331;0
106703;1412112;2024-01-21;611;0
4452669;1015592;2020-12-28;207;0
731796;315092;2019-10-08;47;0
4176310;2826668;2024-02-05;419;0
4424272;542912;2022-04-16;261;0
7118233;223262;2020-04-09;54;0
7342143;1148942;2024-05-19;288;0
8492305;340369;2024-05-19;158;0
4345766;830272;2020-07-08;317;0
4627598;209802;2019-04-08;232;0
9524091;320753;2021-03-06;94;0
189891;267992;2020-01-21;81;0
2605696;348388;2019-10-09;50;0
4508030;2646992;2022-09-07;181;0
1076714;1114742;2023-03-04;370;0
3351058;542912;2021-03-29;258;0
9281228;463422;2021-05-01;86;0
5567091;64362;2023-03-24;174;0
1708661;896852;2020-08-02;207;0
7960927;891682;2020-07-31;156;0
